Part Number;Product Image;Rev. Voltage(V);IF(AV)(A);VFat IF;IFSM(A);trr(ns);TJmax.(°C);Package (JEDEC®) Code;CircuitConfiguration;AEC-Q101 Qualified;Image path;Datasheet part;3d model part
VS-8EWH02FN-M3;Enlarge;200;8;0.75;140;23;175;DPAK (TO-252AA);Single;No;image/diodes\93259.png;Datasheet\diodes\VS-8EWH02FN-M3\VS-8EWH02FN-M3.pdf;Datasheet\diodes\VS-8EWH02FN-M3\VS-8EWH02FN-M3.zip
VS-8EWH06FN-M3;Enlarge;600;8;1.3;90;18;175;DPAK (TO-252AA);Single;No;image/diodes\93238.png;Datasheet\diodes\VS-8EWH06FN-M3\VS-8EWH06FN-M3.pdf;Datasheet\diodes\VS-8EWH06FN-M3\VS-8EWH06FN-M3.zip
VS-8EWH06FNHM3;Enlarge;600;8;1.3;90;18;175;DPAK (TO-252AA);Single;Yes;image/diodes\94739.png;Datasheet\diodes\VS-8EWH06FNHM3\VS-8EWH06FNHM3.pdf;None
VS-8EWL06FN-M3;Enlarge;600;8;0.81;140;60;175;DPAK (TO-252AA);Single;No;image/diodes\93240.png;Datasheet\diodes\VS-8EWL06FN-M3\VS-8EWL06FN-M3.pdf;Datasheet\diodes\VS-8EWL06FN-M3\VS-8EWL06FN-M3.zip
VS-8EWX06FN-M3;Enlarge;600;8;1.4;90;15;175;DPAK (TO-252AA);Single;No;image/diodes\93244.png;Datasheet\diodes\VS-8EWX06FN-M3\VS-8EWX06FN-M3.pdf;Datasheet\diodes\VS-8EWX06FN-M3\VS-8EWX06FN-M3.zip
VS-A5PH3006L-N3;Enlarge;600;30;1.15;330;25;175;TO-247AD 3L;Single;No;image/diodes\96895.png;Datasheet\diodes\VS-A5PH3006L-N3\VS-A5PH3006L-N3.pdf;None
VS-A5PH3006LHN3;Enlarge;600;30;1.15;330;25;175;TO-247AD 3L;Single;Yes;image/diodes\96897.png;Datasheet\diodes\VS-A5PH3006LHN3\VS-A5PH3006LHN3.pdf;None
VS-A5PH6006L-N3;Enlarge;600;60;1.2;500;29;175;TO-247AD 3L;Single;No;image/diodes\96900.png;Datasheet\diodes\VS-A5PH6006L-N3\VS-A5PH6006L-N3.pdf;None
VS-A5PH6006LHN3;Enlarge;600;60;1.2;500;29;175;TO-247AD 3L;Single;Yes;image/diodes\96903.png;Datasheet\diodes\VS-A5PH6006LHN3\VS-A5PH6006LHN3.pdf;None
VS-A5PH7506L-N3;Enlarge;600;75;1.2;650;32;175;TO-247AD 3L;Single;No;image/diodes\97161.png;Datasheet\diodes\VS-A5PH7506L-N3\VS-A5PH7506L-N3.pdf;None
VS-A5PH7506LHN3;Enlarge;600;75;1.2;650;32;175;TO-247AD 3L;Single;Yes;image/diodes\97164.png;Datasheet\diodes\VS-A5PH7506LHN3\VS-A5PH7506LHN3.pdf;None
VS-A5PX3006L-N3;Enlarge;600;30;1.3;310;22;175;TO-247AD 3L;Single;No;image/diodes\96901.png;Datasheet\diodes\VS-A5PX3006L-N3\VS-A5PX3006L-N3.pdf;None
VS-A5PX3006LHN3;Enlarge;600;30;1.3;310;22;175;TO-247AD 3L;Single;Yes;image/diodes\96904.png;Datasheet\diodes\VS-A5PX3006LHN3\VS-A5PX3006LHN3.pdf;None
VS-A5PX6006L-N3;Enlarge;600;60;1.4;480;26;175;TO-247AD 3L;Single;No;image/diodes\96902.png;Datasheet\diodes\VS-A5PX6006L-N3\VS-A5PX6006L-N3.pdf;None
VS-A5PX6006LHN3;Enlarge;600;60;1.4;480;26;175;TO-247AD 3L;Single;Yes;image/diodes\96905.png;Datasheet\diodes\VS-A5PX6006LHN3\VS-A5PX6006LHN3.pdf;None
VS-APH3006-N3;Enlarge;600;30;1.4;220;27;175;TO-247AC 3L;Single;No;image/diodes\93571.png;Datasheet\diodes\VS-APH3006-N3\VS-APH3006-N3.pdf;None
VS-APH3006HN3;Enlarge;600;30;2.65;220;27;175;TO-247AC;Single die;Yes;image/diodes\94867.png;Datasheet\diodes\VS-APH3006HN3\VS-APH3006HN3.pdf;None
VS-APH3006L-N3;Enlarge;600;30;1.4;240;26;175;TO-247AD 3L;Single die;No;image/diodes\95945.png;Datasheet\diodes\VS-APH3006L-N3\VS-APH3006L-N3.pdf;None
VS-APH3006LHN3;Enlarge;600;30;1.4;240;26;175;TO-247AD 3L;Single die;Yes;image/diodes\95956.png;Datasheet\diodes\VS-APH3006LHN3\VS-APH3006LHN3.pdf;None
VS-APU3006-N3;Enlarge;600;30;1.15;220;30;175;TO-247AC 3L;Single;No;image/diodes\93570.png;Datasheet\diodes\VS-APU3006-N3\VS-APU3006-N3.pdf;None
VS-APU3006HN3;Enlarge;600;30;1.15;220;30;175;TO-247AC;Single die;Yes;image/diodes\94818.png;Datasheet\diodes\VS-APU3006HN3\VS-APU3006HN3.pdf;None
VS-APU3006L-N3;Enlarge;600;30;1.15;250;30;175;TO-247AD 3L;Single die;No;image/diodes\96076.png;Datasheet\diodes\VS-APU3006L-N3\VS-APU3006L-N3.pdf;None
VS-APU3006LHN3;Enlarge;600;30;1.15;250;30;175;TO-247AD 3L;Single die;Yes;image/diodes\96077.png;Datasheet\diodes\VS-APU3006LHN3\VS-APU3006LHN3.pdf;None
VS-APU6006-N3;Enlarge;600;60;1.05;600;32;175;TO-247AC 3L;Single;No;image/diodes\94794.png;Datasheet\diodes\VS-APU6006-N3\VS-APU6006-N3.pdf;None
VS-APU6006LHN3;Enlarge;600;60;1.05;600;32;175;TO-247AD 3L;Single;Yes;image/diodes\95957.png;Datasheet\diodes\VS-APU6006LHN3\VS-APU6006LHN3.pdf;None
VS-AZH3106FP-M3;Enlarge;600;30;1.40;280;22;175;TO-3PF;Common anode;No;image/diodes\96828.png;Datasheet\diodes\VS-AZH3106FP-M3\VS-AZH3106FP-M3.pdf;Datasheet\diodes\VS-AZH3106FP-M3\VS-AZH3106FP-M3.zip
VS-C4PH3006L-N3;Enlarge;600;2 x 15;1.28;200;see datasheet;175;TO-247AD 3L;Common cathode;No;image/diodes\95948.png;Datasheet\diodes\VS-C4PH3006L-N3\VS-C4PH3006L-N3.pdf;None
VS-C4PH3006LHN3;Enlarge;600;2 x 15;1.28;200;see datasheet;175;TO-247AD 3L;Common cathode;Yes;image/diodes\95953.png;Datasheet\diodes\VS-C4PH3006LHN3\VS-C4PH3006LHN3.pdf;None
VS-C4PH6006L-N3;Enlarge;600;2 x 30;1.37;240;see datasheet;175;TO-247AD 3L;Common cathode;No;image/diodes\95949.png;Datasheet\diodes\VS-C4PH6006L-N3\VS-C4PH6006L-N3.pdf;None
VS-C4PH6006LHN3;Enlarge;600;2 x 30;1.37;240;see datasheet;175;TO-247AD 3L;Common cathode;Yes;image/diodes\95954.png;Datasheet\diodes\VS-C4PH6006LHN3\VS-C4PH6006LHN3.pdf;None
VS-C4PU3006L-N3;Enlarge;600;2 x 15;1.12;200;see datasheet;175;TO-247AD 3L;Common cathode;No;image/diodes\95934.png;Datasheet\diodes\VS-C4PU3006L-N3\VS-C4PU3006L-N3.pdf;None
VS-C4PU3006LHN3;Enlarge;600;2 x 15;1.12;200;see datasheet;175;TO-247AD 3L;Single die;Yes;image/diodes\95937.png;Datasheet\diodes\VS-C4PU3006LHN3\VS-C4PU3006LHN3.pdf;None
VS-C4PU6006L-N3;Enlarge;600;2 x 30;1.19;240;see datasheet;175;TO-247AD 3L;Common cathode;No;image/diodes\95941.png;Datasheet\diodes\VS-C4PU6006L-N3\VS-C4PU6006L-N3.pdf;None
VS-C4PU6006LHN3;Enlarge;600;2 x 30;1.19;240;see datasheet;175;TO-247AD 3L;Common cathode;Yes;image/diodes\95950.png;Datasheet\diodes\VS-C4PU6006LHN3\VS-C4PU6006LHN3.pdf;None
VS-C4ZU3006FP-M3;Enlarge;600;15;1.08;180;37;175;TO-3PF;Common cathode;No;image/diodes\96686.png;Datasheet\diodes\VS-C4ZU3006FP-M3\VS-C4ZU3006FP-M3.pdf;None
VS-C4ZU6006FP-M3;Enlarge;600;30;1.20;255;37;175;TO-3PF;Common cathode;No;image/diodes\96687.png;Datasheet\diodes\VS-C4ZU6006FP-M3\VS-C4ZU6006FP-M3.pdf;None
VS-C5PH3006L-N3;Enlarge;600;15;1.15;200;22;175;TO-247AD 3L;Common cathode;No;image/diodes\97079.png;Datasheet\diodes\VS-C5PH3006L-N3\VS-C5PH3006L-N3.pdf;Datasheet\diodes\VS-C5PH3006L-N3\VS-C5PH3006L-N3.zip
VS-C5PH3012L-N3;Enlarge;1200;15;1.7;125;37;175;TO-247AD 3L;Common cathode;No;image/diodes\96649.png;Datasheet\diodes\VS-C5PH3012L-N3\VS-C5PH3012L-N3.pdf;None
VS-C5PH3012LHN3;Enlarge;1200;15;1.7;125;37;175;TO-247AD 3L;Common cathode;Yes;image/diodes\96746.png;Datasheet\diodes\VS-C5PH3012LHN3\VS-C5PH3012LHN3.pdf;None
VS-C5PH6006L-N3;Enlarge;600;30;1.15;330;25;175;TO-247AD 3L;Common cathode;No;image/diodes\96966.png;Datasheet\diodes\VS-C5PH6006L-N3\VS-C5PH6006L-N3.pdf;None
VS-C5PH6006LHN3;Enlarge;600;30;1.15;330;25;175;TO-247AD 3L;Common cathode;Yes;image/diodes\96952.png;Datasheet\diodes\VS-C5PH6006LHN3\VS-C5PH6006LHN3.pdf;None
VS-C5PH6012L-N3;Enlarge;1200;30;1.7;240;32;175;TO-247AD 3L;Common cathode;No;image/diodes\96680.png;Datasheet\diodes\VS-C5PH6012L-N3\VS-C5PH6012L-N3.pdf;None
VS-C5PW3006L-N3;Enlarge;600;15;1.5;175;17;175;TO-247AD 3L;Common cathode;No;image/diodes\97077.png;Datasheet\diodes\VS-C5PW3006L-N3\VS-C5PW3006L-N3.pdf;None
VS-C5PW6006L-N3;Enlarge;600;30;1.6;280;20;175;TO-247AD 3L;Common cathode;No;image/diodes\97076.png;Datasheet\diodes\VS-C5PW6006L-N3\VS-C5PW6006L-N3.pdf;None
VS-C5PW6006LHN3;Enlarge;600;30;1.6;280;20;175;TO-247AD 3L;Common cathode;Yes;image/diodes\96962.png;Datasheet\diodes\VS-C5PW6006LHN3\VS-C5PW6006LHN3.pdf;None
VS-C5PX3006L-N3;Enlarge;600;15;1.3;185;19;175;TO-247AD 3L;Common cathode;No;image/diodes\97078.png;Datasheet\diodes\VS-C5PX3006L-N3\VS-C5PX3006L-N3.pdf;None
VS-C5PX3012L-N3;Enlarge;1200;15;2.1;110;29;175;TO-247AD 3L;Common cathode;No;image/diodes\96616.png;Datasheet\diodes\VS-C5PX3012L-N3\VS-C5PX3012L-N3.pdf;None
VS-C5PX3012LHN3;Enlarge;1200;15;2.1;110;29;175;TO-247AD 3L;Common cathode;Yes;image/diodes\96745.png;Datasheet\diodes\VS-C5PX3012LHN3\VS-C5PX3012LHN3.pdf;None
VS-C5PX6006L-N3;Enlarge;600;30;1.3;310;22;175;TO-247AD 3L;Common cathode;Yes;image/diodes\96967.png;Datasheet\diodes\VS-C5PX6006L-N3\VS-C5PX6006L-N3.pdf;None
VS-C5PX6006LHN3;Enlarge;600;30;1.3;310;22;175;TO-247AD 3L;Common cathode;Yes;image/diodes\96953.png;Datasheet\diodes\VS-C5PX6006LHN3\VS-C5PX6006LHN3.pdf;None
VS-C5PX6012L-N3;Enlarge;1200;30;2.1;190;26;175;TO-247AD 3L;Common cathode;No;image/diodes\96661.png;Datasheet\diodes\VS-C5PX6012L-N3\VS-C5PX6012L-N3.pdf;None
VS-C5TH3012-M3;Enlarge;1200;15;1.7;125;37;175;TO-220AB 3L;Common cathode;No;image/diodes\96613.png;Datasheet\diodes\VS-C5TH3012-M3\VS-C5TH3012-M3.pdf;None
VS-C5TX3012-M3;Enlarge;1200;15;2.1;110;29;175;TO-220AB 3L;Common cathode;No;image/diodes\96610.png;Datasheet\diodes\VS-C5TX3012-M3\VS-C5TX3012-M3.pdf;None
VS-C5ZW3006FP-N3;Enlarge;600;2 x 15;1.5;175;17;175;TO-3PF;Common cathode;No;image/diodes\97103.png;Datasheet\diodes\VS-C5ZW3006FP-N3\VS-C5ZW3006FP-N3.pdf;Datasheet\diodes\VS-C5ZW3006FP-N3\VS-C5ZW3006FP-N3.zip
VS-C5ZX3006FP-N3;Enlarge;600;2 x 15;1.3;205;19;175;TO-3PF;Common cathode;No;image/diodes\96968.png;Datasheet\diodes\VS-C5ZX3006FP-N3\VS-C5ZX3006FP-N3.pdf;Datasheet\diodes\VS-C5ZX3006FP-N3\VS-C5ZX3006FP-N3.zip
VS-CPU6006-N3;Enlarge;600;2 x 30;1.75;250;26;175;TO-247AC 3L;Common cathode;No;image/diodes\94795.png;Datasheet\diodes\VS-CPU6006-N3\VS-CPU6006-N3.pdf;None
VS-CPU6006L-N3;Enlarge;600;2 x 30;1.75;250;26;175;TO-247AD 3L;Common cathode;No;image/diodes\95946.png;Datasheet\diodes\VS-CPU6006L-N3\VS-CPU6006L-N3.pdf;None
VS-CPU6006LHN3;Enlarge;600;2 x 30;1.75;250;26;175;TO-247AD 3L;Common cathode;Yes;image/diodes\95951.png;Datasheet\diodes\VS-CPU6006LHN3\VS-CPU6006LHN3.pdf;None
VS-CZH6106FP-M3;Enlarge;600;30;1.40;280;22;175;TO-3PF;Common cathode;No;image/diodes\96829.png;Datasheet\diodes\VS-CZH6106FP-M3\VS-CZH6106FP-M3.pdf;Datasheet\diodes\VS-CZH6106FP-M3\VS-CZH6106FP-M3.zip
VS-E4PH3006L-N3;Enlarge;600;30;1.37;240;see datasheet;175;TO-247AD 2L;Single;No;image/diodes\95897.png;Datasheet\diodes\VS-E4PH3006L-N3\VS-E4PH3006L-N3.pdf;None
VS-E4PH3006LHN3;Enlarge;600;30;1.37;240;see datasheet;175;TO-247AD 2L;Single die;Yes;image/diodes\95942.png;Datasheet\diodes\VS-E4PH3006LHN3\VS-E4PH3006LHN3.pdf;None
VS-E4PH6006L-N3;Enlarge;600;60;1.48;425;see datasheet;175;TO-247AD 2L;Single;No;image/diodes\95898.png;Datasheet\diodes\VS-E4PH6006L-N3\VS-E4PH6006L-N3.pdf;None
VS-E4PH6006LHN3;Enlarge;600;60;1.48;425;see datasheet;175;TO-247AD 2L;Single die;Yes;image/diodes\95943.png;Datasheet\diodes\VS-E4PH6006LHN3\VS-E4PH6006LHN3.pdf;None
VS-E4PU3006L-N3;Enlarge;600;30;1.19;240;see datasheet;175;TO-247AD 2L;Single;No;image/diodes\95899.png;Datasheet\diodes\VS-E4PU3006L-N3\VS-E4PU3006L-N3.pdf;None
VS-E4PU3006LHN3;Enlarge;600;30;1.19;240;see datasheet;175;TO-247AD 2L;Single die;Yes;image/diodes\95929.png;Datasheet\diodes\VS-E4PU3006LHN3\VS-E4PU3006LHN3.pdf;None
VS-E4PU6006L-N3;Enlarge;600;60;1.29;450;see datasheet;175;TO-247AD 2L;Single;No;image/diodes\95900.png;Datasheet\diodes\VS-E4PU6006L-N3\VS-E4PU6006L-N3.pdf;None
VS-E4PU6006LHN3;Enlarge;600;60;1.29;450;see datasheet;175;TO-247AD 2L;Single;Yes;image/diodes\95940.png;Datasheet\diodes\VS-E4PU6006LHN3\VS-E4PU6006LHN3.pdf;None
VS-E4TU2006FP-N3;Enlarge;600;20;1.26;190;61;175;TO-220 FullPAK 2L;Single;No;image/diodes\96422.png;Datasheet\diodes\VS-E4TU2006FP-N3\VS-E4TU2006FP-N3.pdf;None
VS-E5PH3006L-N3;Enlarge;600;30;1.15;330;25;175;TO-247AD 2L;Single;No;image/diodes\96623.png;Datasheet\diodes\VS-E5PH3006L-N3\VS-E5PH3006L-N3.pdf;None
VS-E5PH3006LHN3;Enlarge;600;30;1.15;330;25;175;TO-247AD 2L;Single;Yes;image/diodes\96763.png;Datasheet\diodes\VS-E5PH3006LHN3\VS-E5PH3006LHN3.pdf;None
VS-E5PH3012L-N3;Enlarge;1200;30;1.7;250;32;175;TO-247AD 2L;Single;No;image/diodes\96501.png;Datasheet\diodes\VS-E5PH3012L-N3\VS-E5PH3012L-N3.pdf;None
VS-E5PH3012LHN3;Enlarge;1200;30;1.7;240;32;175;TO-247AD 2L;Single;Yes;image/diodes\96765.png;Datasheet\diodes\VS-E5PH3012LHN3\VS-E5PH3012LHN3.pdf;None
VS-E5PH6006L-N3;Enlarge;600;60;1.2;500;29;175;TO-247AD 2L;Single;No;image/diodes\96755.png;Datasheet\diodes\VS-E5PH6006L-N3\VS-E5PH6006L-N3.pdf;Datasheet\diodes\VS-E5PH6006L-N3\VS-E5PH6006L-N3.zip
VS-E5PH6006LHN3;Enlarge;600;60;1.2;500;29;175;TO-247AD 2L;Single;Yes;image/diodes\96764.png;Datasheet\diodes\VS-E5PH6006LHN3\VS-E5PH6006LHN3.pdf;None
VS-E5PH6012L-N3;Enlarge;1200;60;1.7;460;38;175;TO-247AD 2L;Single;No;image/diodes\96502.png;Datasheet\diodes\VS-E5PH6012L-N3\VS-E5PH6012L-N3.pdf;None
VS-E5PH6012LHN3;Enlarge;1200;60;1.7;425;38;175;TO-247AD 2L;Single;Yes;image/diodes\96766.png;Datasheet\diodes\VS-E5PH6012LHN3\VS-E5PH6012LHN3.pdf;None
VS-E5PH7506L-N3;Enlarge;600;75;1.2;615;32;175;TO-247AD 2L;Single;No;image/diodes\96756.png;Datasheet\diodes\VS-E5PH7506L-N3\VS-E5PH7506L-N3.pdf;None
VS-E5PH7506LHN3;Enlarge;600;75;1.2;615;32;175;TO-247AD 2L;Single;Yes;image/diodes\96819.png;Datasheet\diodes\VS-E5PH7506LHN3\VS-E5PH7506LHN3.pdf;None
VS-E5PH7512L-N3;Enlarge;1200;75;1.85;470;40;175;TO-247AD 2L;Single;No;image/diodes\96885.png;Datasheet\diodes\VS-E5PH7512L-N3\VS-E5PH7512L-N3.pdf;None
VS-E5PW3006L-N3;Enlarge;600;30;1.6;280;20;175;TO-247AD 2L;Single;No;image/diodes\97048.png;Datasheet\diodes\VS-E5PW3006L-N3\VS-E5PW3006L-N3.pdf;None
VS-E5PW3006LHN3;Enlarge;600;30;1.6;280;20;175;TO-247AD 2L;Single;Yes;image/diodes\96959.png;Datasheet\diodes\VS-E5PW3006LHN3\VS-E5PW3006LHN3.pdf;None
VS-E5PW6006L-N3;Enlarge;600;60;1.7;450;24;175;TO-247AD 2L;Single;No;image/diodes\97049.png;Datasheet\diodes\VS-E5PW6006L-N3\VS-E5PW6006L-N3.pdf;None
VS-E5PW6006LHN3;Enlarge;600;60;1.7;450;24;175;TO-247AD 2L;Single;Yes;image/diodes\96961.png;Datasheet\diodes\VS-E5PW6006LHN3\VS-E5PW6006LHN3.pdf;None
VS-E5PX3006L-N3;Enlarge;600;30;1.3;310;22;175;TO-247AD 2L;Single;No;image/diodes\96757.png;Datasheet\diodes\VS-E5PX3006L-N3\VS-E5PX3006L-N3.pdf;Datasheet\diodes\VS-E5PX3006L-N3\VS-E5PX3006L-N3.zip
VS-E5PX3006LHN3;Enlarge;600;30;1.3;310;22;175;TO-247AD 2L;Single;Yes;image/diodes\96810.png;Datasheet\diodes\VS-E5PX3006LHN3\VS-E5PX3006LHN3.pdf;None
VS-E5PX3012L-N3;Enlarge;1200;30;2.1;210;26;175;TO-247AD 2L;Single;No;image/diodes\96442.png;Datasheet\diodes\VS-E5PX3012L-N3\VS-E5PX3012L-N3.pdf;None
VS-E5PX3012LHN3;Enlarge;1200;30;2.1;190;26;175;TO-247AD 2L;Single;Yes;image/diodes\96767.png;Datasheet\diodes\VS-E5PX3012LHN3\VS-E5PX3012LHN3.pdf;None
VS-E5PX6006L-N3;Enlarge;600;60;1.4;480;26;175;TO-247AD 2L;Single;No;image/diodes\96758.png;Datasheet\diodes\VS-E5PX6006L-N3\VS-E5PX6006L-N3.pdf;Datasheet\diodes\VS-E5PX6006L-N3\VS-E5PX6006L-N3.zip
VS-E5PX6006LHN3;Enlarge;600;60;1.4;480;26;175;TO-247AD 2L;Single;Yes;image/diodes\96821.png;Datasheet\diodes\VS-E5PX6006LHN3\VS-E5PX6006LHN3.pdf;None
VS-E5PX6012L-N3;Enlarge;1200;60;2.1;420;30;175;TO-247AD 2L;Single;No;image/diodes\96479.png;Datasheet\diodes\VS-E5PX6012L-N3\VS-E5PX6012L-N3.pdf;None
VS-E5PX6012LHN3;Enlarge;1200;60;2.1;370;30;175;TO-247AD 2L;Single;Yes;image/diodes\96768.png;Datasheet\diodes\VS-E5PX6012LHN3\VS-E5PX6012LHN3.pdf;None
VS-E5PX7506L-N3;Enlarge;600;75;1.4;565;29;175;TO-247AD 2L;Single;No;image/diodes\96759.png;Datasheet\diodes\VS-E5PX7506L-N3\VS-E5PX7506L-N3.pdf;None
VS-E5PX7506LHN3;Enlarge;600;75;1.4;565;29;175;TO-247AD 2L;Single;Yes;image/diodes\96820.png;Datasheet\diodes\VS-E5PX7506LHN3\VS-E5PX7506LHN3.pdf;None
VS-E5PX7512L-N3;Enlarge;1200;75;2.3;395;32;175;TO-247AD 2L;Single;No;image/diodes\96889.png;Datasheet\diodes\VS-E5PX7512L-N3\VS-E5PX7512L-N3.pdf;None
VS-E5PX7606L-N3;Enlarge;600;75;1.5;480;26;175;TO-247AD 2L;Single;No;image/diodes\96884.png;Datasheet\diodes\VS-E5PX7606L-N3\VS-E5PX7606L-N3.pdf;Datasheet\diodes\VS-E5PX7606L-N3\VS-E5PX7606L-N3.zip
VS-E5TH0812-M3;Enlarge;1200;8;1.8;65;33;175;TO-220AC 2L;Single;No;image/diodes\96606.png;Datasheet\diodes\VS-E5TH0812-M3\VS-E5TH0812-M3.pdf;None
VS-E5TH0812THN3;Enlarge;1200;8;1.8;65;33;175;TO-220AC 2L;Single;Yes;image/diodes\96740.png;Datasheet\diodes\VS-E5TH0812THN3\VS-E5TH0812THN3.pdf;None
VS-E5TH1506-M3;Enlarge;600;15;1.15;200;22;175;TO-220AC 2L;Single;No;image/diodes\96751.png;Datasheet\diodes\VS-E5TH1506-M3\VS-E5TH1506-M3.pdf;None
VS-E5TH1506S2L-M3;Enlarge;600;15;1.15;200;22;175;D2PAK 2L (TO-263AB 2L);Single;No;image/diodes\97020.png;Datasheet\diodes\VS-E5TH1506S2L-M3\VS-E5TH1506S2L-M3.pdf;None
VS-E5TH1506S2LHM3;Enlarge;600;15;1.15;200;22;175;D2PAK 2L (TO-263AB 2L);Single;Yes;image/diodes\96811.png;Datasheet\diodes\VS-E5TH1506S2LHM3\VS-E5TH1506S2LHM3.pdf;None
VS-E5TH1506THN3;Enlarge;600;15;1.15;200;22;175;TO-220AC 2L;Single;Yes;image/diodes\96824.png;Datasheet\diodes\VS-E5TH1506THN3\VS-E5TH1506THN3.pdf;None
VS-E5TH1512-M3;Enlarge;1200;15;1.7;125;37;175;TO-220AC 2L;Single;No;image/diodes\96581.png;Datasheet\diodes\VS-E5TH1512-M3\VS-E5TH1512-M3.pdf;None
VS-E5TH1512S2L-M3;Enlarge;1200;15;1.7;125;37;175;D2PAK 2L (TO-263AB 2L);Single;No;image/diodes\97021.png;Datasheet\diodes\VS-E5TH1512S2L-M3\VS-E5TH1512S2L-M3.pdf;None
VS-E5TH1512S2LHM3;Enlarge;1200;15;1.7;125;37;175;D2PAK 2L (TO-263AB 2L);Single;Yes;image/diodes\96808.png;Datasheet\diodes\VS-E5TH1512S2LHM3\VS-E5TH1512S2LHM3.pdf;None
VS-E5TH1512THN3;Enlarge;1200;15;1.7;125;37;175;TO-220AC 2L;Single;Yes;image/diodes\96742.png;Datasheet\diodes\VS-E5TH1512THN3\VS-E5TH1512THN3.pdf;None
VS-E5TH2106S2L-M3;Enlarge;600;20;1.23;200;22;175;D2PAK 2L (TO-263AB 2L);Single;No;image/diodes\97022.png;Datasheet\diodes\VS-E5TH2106S2L-M3\VS-E5TH2106S2L-M3.pdf;None
VS-E5TH2106S2LHM3;Enlarge;600;20;1.23;200;22;175;D2PAK 2L (TO-263AB 2L);Single;Yes;image/diodes\96913.png;Datasheet\diodes\VS-E5TH2106S2LHM3\VS-E5TH2106S2LHM3.pdf;None
VS-E5TH2112S2L-M3;Enlarge;1200;20;1.88;125;37;175;D2PAK 2L (TO-263AB 2L);Single;No;image/diodes\97023.png;Datasheet\diodes\VS-E5TH2112S2L-M3\VS-E5TH2112S2L-M3.pdf;None
VS-E5TH2112S2LHM3;Enlarge;1200;20;1.88;125;37;175;D2PAK 2L (TO-263AB 2L);Single;Yes;image/diodes\96935.png;Datasheet\diodes\VS-E5TH2112S2LHM3\VS-E5TH2112S2LHM3.pdf;None
VS-E5TH3006-M3;Enlarge;600;30;1.15;330;25;175;TO-220AC 2L;Single;No;image/diodes\96753.png;Datasheet\diodes\VS-E5TH3006-M3\VS-E5TH3006-M3.pdf;Datasheet\diodes\VS-E5TH3006-M3\VS-E5TH3006-M3.zip
VS-E5TH3006S2L-M3;Enlarge;600;30;1.15;330;25;175;D2PAK 2L (TO-263AB 2L);Single;No;image/diodes\97024.png;Datasheet\diodes\VS-E5TH3006S2L-M3\VS-E5TH3006S2L-M3.pdf;Datasheet\diodes\VS-E5TH3006S2L-M3\VS-E5TH3006S2L-M3.zip
VS-E5TH3006S2LHM3;Enlarge;600;30;1.15;330;25;175;D2PAK 2L (TO-263AB 2L);Single;Yes;image/diodes\96837.png;Datasheet\diodes\VS-E5TH3006S2LHM3\VS-E5TH3006S2LHM3.pdf;Datasheet\diodes\VS-E5TH3006S2LHM3\VS-E5TH3006S2LHM3.zip
VS-E5TH3006THN3;Enlarge;600;30;1.15;330;25;175;TO-220AC 2L;Single;Yes;image/diodes\96825.png;Datasheet\diodes\VS-E5TH3006THN3\VS-E5TH3006THN3.pdf;Datasheet\diodes\VS-E5TH3006THN3\VS-E5TH3006THN3.zip
VS-E5TH3012-M3;Enlarge;1200;30;1.7;240;32;175;TO-220AC 2L;Single;No;image/diodes\96611.png;Datasheet\diodes\VS-E5TH3012-M3\VS-E5TH3012-M3.pdf;Datasheet\diodes\VS-E5TH3012-M3\VS-E5TH3012-M3.zip
VS-E5TH3012S2L-M3;Enlarge;1200;30;1.7;240;32;175;D2PAK 2L (TO-263AB 2L);Single;No;image/diodes\96998.png;Datasheet\diodes\VS-E5TH3012S2L-M3\VS-E5TH3012S2L-M3.pdf;Datasheet\diodes\VS-E5TH3012S2L-M3\VS-E5TH3012S2L-M3.zip
VS-E5TH3012S2LHM3;Enlarge;1200;30;1.7;240;32;175;D2PAK 2L (TO-263AB 2L);Single;Yes;image/diodes\96809.png;Datasheet\diodes\VS-E5TH3012S2LHM3\VS-E5TH3012S2LHM3.pdf;Datasheet\diodes\VS-E5TH3012S2LHM3\VS-E5TH3012S2LHM3.zip
VS-E5TH3012THN3;Enlarge;1200;30;1.7;240;32;175;TO-220AC 2L;Single;Yes;image/diodes\96744.png;Datasheet\diodes\VS-E5TH3012THN3\VS-E5TH3012THN3.pdf;Datasheet\diodes\VS-E5TH3012THN3\VS-E5TH3012THN3.zip
VS-E5TW1206FP-N3;Enlarge;600;12;1.75;110;16;175;TO-220 FullPAK 2L;Single;No;image/diodes\96976.png;Datasheet\diodes\VS-E5TW1206FP-N3\VS-E5TW1206FP-N3.pdf;Datasheet\diodes\VS-E5TW1206FP-N3\VS-E5TW1206FP-N3.zip
VS-E5TW1506FP-N3;Enlarge;600;15;1.5;175;17;175;TO-220 FullPAK 2L;Single;No;image/diodes\96972.png;Datasheet\diodes\VS-E5TW1506FP-N3\VS-E5TW1506FP-N3.pdf;Datasheet\diodes\VS-E5TW1506FP-N3\VS-E5TW1506FP-N3.zip
VS-E5TX0812-M3;Enlarge;1200;8;2.1;60;27;175;TO-220AC 2L;Single;No;image/diodes\96607.png;Datasheet\diodes\VS-E5TX0812-M3\VS-E5TX0812-M3.pdf;None
