Series;Product Image;Configuration;Package;Ch;VDS(V);VGS(V);RDS(on)@1.2V(Ω);RDS(on)1.5V(Ω);RDS(on)@1.8V(Ω);RDS(on)@2.5V(Ω);RDS(on)@3V(Ω);RDS(on)@4.5V(Ω);RDS(on)@6V(Ω);RDS(on)@7.5V(Ω);RDS(on)@10V(Ω);Qg@4.5V(nC);Qg@10V(nC);Qgs(nC);Qgd(nC);IDMax.(A);PDMax.(W);VGS(th)Min.(V);RgTyp.(Ω);Image path;Datasheet part;3d model part
SiR582DP;Enlarge;Single;PowerPAK SO-8;N;80;20;;;;;;;;0.0039;0.0034;;44.5;16.3;4.5;116;92.5;2;1.1;image/mosfets/76795.png;Datasheet/mosfets/SiR582DP/SiR582DP.pdf;None
SiR584DP;Enlarge;Single;PowerPAK SO-8;N;80;20;;;;;;;;0.0047;0.0039;;36.7;12.1;3.6;100;83.3;2;1.1;image/mosfets/76780.png;Datasheet/mosfets/SiR584DP/SiR584DP.pdf;None
SiR586DP;Enlarge;Single;PowerPAK SO-8;N;80;20;;;;;;;;0.0068;0.0058;;25.3;9;2.7;78.4;71.4;2;1;image/mosfets/62408.png;Datasheet/mosfets/SiR586DP/SiR586DP.pdf;None
SiR588DP;Enlarge;Single;PowerPAK SO-8;N;80;20;;;;;;;;0.0093;0.008;;18.7;6.6;2.1;59.5;59.5;2;1;image/mosfets/62405.png;Datasheet/mosfets/SiR588DP/SiR588DP.pdf;None
SiR606BDP;Enlarge;Single;PowerPAK SO-8;N;100;20;;;;;;;;0.0205;0.0174;;20;6.45;3.5;38.7;62.5;2;0.76;image/mosfets/77889.png;Datasheet/mosfets/SiR606BDP/SiR606BDP.pdf;None
SiR606DP;Enlarge;Single;PowerPAK SO-8;N;100;20;;;;;;;0.02;0.0175;0.0162;;24.3;5.6;4.9;37;44.5;2.4;1.2;image/mosfets/71592.png;Datasheet/mosfets/SiR606DP/SiR606DP.pdf;None
SiR608DP;;Single;PowerPAK SO-8;N;45;20;;;;;;0.0018;;;0.0012;50.5;111;26;7.8;208;104;1.1;0.88;image/mosfets/75501.png;Datasheet/mosfets/SiR608DP/SiR608DP.pdf;Datasheet/mosfets/SiR608DP/SiR608DP.zip
SiR610DP;Enlarge;Single;PowerPAK SO-8;N;200;20;;;;;;;;0.0334;0.0319;;25;6.4;6.8;35.4;104;2;2.1;image/mosfets/76797.png;Datasheet/mosfets/SiR610DP/SiR610DP.pdf;Datasheet/mosfets/SiR610DP/SiR610DP.zip
SiR616DP;Enlarge;Single;PowerPAK SO-8;N;200;20;;;;;;;;0.0535;0.0505;;23.7;6.3;6;20.2;52;2;1;image/mosfets/75459.png;Datasheet/mosfets/SiR616DP/SiR616DP.pdf;None
SiR618DP;Enlarge;Single;PowerPAK SO-8;N;200;20;;;;;;;;0.099;0.095;;14.2;3.8;3.4;14.2;48;2;1.1;image/mosfets/62847.png;Datasheet/mosfets/SiR618DP/SiR618DP.pdf;Datasheet/mosfets/SiR618DP/SiR618DP.zip
SiR622DP;Enlarge;Single;"PowerPAK&#174; SO-8";N;150;20;;;;;;;;0.0204;0.0177;;27;9.2;8.2;51.6;104;2.5;1.8;image/mosfets/76552.png;Datasheet/mosfets/SiR622DP/SiR622DP.pdf;None
SiR624DP;Enlarge;Single;PowerPAK SO-8;N;200;20;;;;;;;;0.064;0.06;;19.5;5.3;5.2;18.6;52;2;1.6;image/mosfets/77571.png;Datasheet/mosfets/SiR624DP/SiR624DP.pdf;None
SiR626ADP;Enlarge;Single;PowerPAK SO-8;N;60;20;;;;;;;0.0034;0.0024;0.00175;;55;16.7;9.2;165;104;2;0.9;image/mosfets/77675.png;Datasheet/mosfets/SiR626ADP/SiR626ADP.pdf;None
SiR626DP;Enlarge;Single;PowerPAK SO-8;N;60;20;;;;;;;0.0026;0.002;0.0017;;68;21;8.2;100;104;2;0.91;image/mosfets/79691.png;Datasheet/mosfets/SiR626DP/SiR626DP.pdf;None
SiR626LDP;Enlarge;Single;PowerPAK SO-8;N;60;20;;;;;;0.0021;;;0.0015;41;89;17.4;10.8;186;104;1;0.88;image/mosfets/77851.png;Datasheet/mosfets/SiR626LDP/SiR626LDP.pdf;None
SiR632DP;Enlarge;Single;PowerPAK SO-8;N;150;20;;;;;;;;0.041;0.0345;;14;3.7;3.9;29;69.5;2;1.2;image/mosfets/77833.png;Datasheet/mosfets/SiR632DP/SiR632DP.pdf;Datasheet/mosfets/SiR632DP/SiR632DP.zip
SiR638ADP;;Single;PowerPAK SO-8;N;40;20;;;;;;0.00116;;;0.00088;53;110;22.5;9.5;100;104;1.1;0.88;image/mosfets/77179.png;Datasheet/mosfets/SiR638ADP/SiR638ADP.pdf;None
SiR640ADP;Enlarge;Single;PowerPAK SO-8;N;40;20;;;;;;0.0025;;;0.002;28.5;60;9.6;5.1;100;104;0.9;1.2;image/mosfets/62881.png;Datasheet/mosfets/SiR640ADP/SiR640ADP.pdf;Datasheet/mosfets/SiR640ADP/SiR640ADP.zip
SiR668ADP;Enlarge;;;;;;;;;;;;;;;;;;;;;;;image/mosfets/76227.png;Datasheet/mosfets/SiR668ADP/SiR668ADP.pdf;Datasheet/mosfets/SiR668ADP/SiR668ADP.zip
SiR680ADP;Enlarge;Single;PowerPAK SO-8;N;80;20;;;;;;;;0.0035;0.00288;;55;17;10;125;104;2;0.88;image/mosfets/77425.png;Datasheet/mosfets/SiR680ADP/SiR680ADP.pdf;None
SiR680LDP;Enlarge;Single;PowerPAK SO-8;N;80;20;;;;;;0.00355;;;0.0028;40.5;90;20;8.8;130;104;1;0.95;image/mosfets/62250.png;Datasheet/mosfets/SiR680LDP/SiR680LDP.pdf;None
SiR681DP;Enlarge;Single;PowerPAK SO-8;P;-80;20;;;;;;0.0167;;;0.0112;31.7;69.4;16.6;6.9;-71.9;104;-1.4;1.3;image/mosfets/62241.png;Datasheet/mosfets/SiR681DP/SiR681DP.pdf;None
SiR690DP;Enlarge;Single;PowerPAK SO-8;N;200;20;;;;;;;;0.039;0.035;;31.9;9.5;7.7;34.4;104;2;1.2;image/mosfets/77881.png;Datasheet/mosfets/SiR690DP/SiR690DP.pdf;None
SiR692DP;Enlarge;Single;PowerPAK SO-8;N;250;20;;;;;;;;0.067;0.063;;25.3;7.9;7.4;24.2;104;2;2;image/mosfets/79977.png;Datasheet/mosfets/SiR692DP/SiR692DP.pdf;None
SiR696DP;;Single;PowerPAK SO-8;N;125;20;;;;;;;;0.0135;0.0115;;24.8;7.8;7.6;60;104;2.5;1.9;image/mosfets/63005.png;Datasheet/mosfets/SiR696DP/SiR696DP.pdf;None
SiR800ADP;Enlarge;Single;PowerPAK SO-8;N;20;12;;;;0.0046;;0.00175;;;0.00135;18.2;35.2;7.3;3.6;177;62.5;0.6;0.85;image/mosfets/62197.png;Datasheet/mosfets/SiR800ADP/SiR800ADP.pdf;None
SiR800DP;Enlarge;Single;PowerPAK SO-8;N;20;12;;;;0.0034;;0.0026;;;0.0023;41;89;7.4;7.6;50;69;0.6;1.2;image/mosfets/77036.png;Datasheet/mosfets/SiR800DP/SiR800DP.pdf;None
SiR804DP;Enlarge;Single;PowerPAK SO-8;N;100;20;;;;;;0.0103;;0.0078;0.0072;24.8;50.8;8.1;10.6;60;104;1.2;2;image/mosfets/75322.png;Datasheet/mosfets/SiR804DP/SiR804DP.pdf;None
SiR820DP;Enlarge;Single;PowerPAK SO-8;N;30;20;;;;;;0.006;;;0.0046;21.5;50;5.7;7.3;40;27.5;1.2;0.65;image/mosfets/71591.png;Datasheet/mosfets/SiR820DP/SiR820DP.pdf;None
SiR826BDP;Enlarge;Single;PowerPAK SO-8;N;80;20;;;;;;;;0.0062;0.0051;;46;13.8;8.3;80.8;83;2;0.75;image/mosfets/67294.png;Datasheet/mosfets/SiR826BDP/SiR826BDP.pdf;Datasheet/mosfets/SiR826BDP/SiR826BDP.zip
SiR826LDP;Enlarge;Single;PowerPAK SO-8;N;80;20;;;;;;0.0062;;;0.005;28.6;60.5;12.2;7.8;86;83;1;0.8;image/mosfets/76297.png;Datasheet/mosfets/SiR826LDP/SiR826LDP.pdf;None
SiR836DP;Enlarge;Single;PowerPAK SO-8;N;40;20;;;;;;0.0225;;;0.019;5.8;11.8;1.6;2.1;21;15.6;1.2;2.4;image/mosfets/77026.png;Datasheet/mosfets/SiR836DP/SiR836DP.pdf;None
SiR846BDP;Enlarge;Single;PowerPAK SO-8;N;100;20;;;;;;;;0.009;0.008;;34.5;12;5.3;65.8;83.3;2;0.8;image/mosfets/76360.png;Datasheet/mosfets/SiR846BDP/SiR846BDP.pdf;None
SiR862DP;Enlarge;Single;PowerPAK SO-8;N;25;20;;;;;;0.0035;;;0.0028;28.4;60;9.3;7;50;69;1.2;1.1;image/mosfets/76612.png;Datasheet/mosfets/SiR862DP/SiR862DP.pdf;Datasheet/mosfets/SiR862DP/SiR862DP.zip
SiR870BDP;Enlarge;Single;PowerPAK SO-8;N;100;20;;;;;;0.0077;;;0.0061;33;73;13.8;6.5;81;100;1;0.9;image/mosfets/76642.png;Datasheet/mosfets/SiR870BDP/SiR870BDP.pdf;None
SiR871DP;Enlarge;Single;PowerPAK SO-8;P;-100;20;;;;;;0.028;;;0.02;26.5;58;12.9;10.2;-48;89;-1.4;3;image/mosfets/76969.png;Datasheet/mosfets/SiR871DP/SiR871DP.pdf;None
SiR873DP;Enlarge;Single;PowerPAK SO-8;P;-150;20;;;;;;;;;0.0475;;31.8;9.2;9.5;-37;104;-2;3.4;image/mosfets/77631.png;Datasheet/mosfets/SiR873DP/SiR873DP.pdf;None
SiR876ADP;Enlarge;Single;PowerPAK SO-8;N;100;20;;;;;;0.0145;;0.0114;0.0108;16.3;32.8;5;7.4;40;62.5;1.5;0.8;image/mosfets/77556.png;Datasheet/mosfets/SiR876ADP/SiR876ADP.pdf;None
SiR876BDP;Enlarge;Single;PowerPAK SO-8;N;100;20;;;;;;0.0123;;;0.0108;19;42.7;9.5;3.1;51.4;71.4;1;0.8;image/mosfets/77684.png;Datasheet/mosfets/SiR876BDP/SiR876BDP.pdf;None
SiR878BDP;Enlarge;Single;PowerPAK SO-8;N;100;20;;;;;;;;0.017;0.0144;;24.8;7.4;3.8;42.5;62.5;2;0.85;image/mosfets/75317.png;Datasheet/mosfets/SiR878BDP/SiR878BDP.pdf;None
SiR880BDP;Enlarge;Single;PowerPAK SO-8;N;80;20;;;;;;0.008;;;0.0065;19.5;43.5;9.4;4;70.6;71.4;1;0.8;image/mosfets/77350.png;Datasheet/mosfets/SiR880BDP/SiR880BDP.pdf;None
SiR882BDP;Enlarge;Single;PowerPAK SO-8;N;100;20;;;;;;0.0095;;;0.0083;24.6;54;11.5;4.7;67.5;83.3;1;0.8;image/mosfets/66781.png;Datasheet/mosfets/SiR882BDP/SiR882BDP.pdf;None
SiR892DP;;;;;;;;;;;;;;;;;;;;;;;;image/mosfets/77595.png;Datasheet/mosfets/SiR892DP/SiR892DP.pdf;None
SiRA00DP;Enlarge;Single;PowerPAK SO-8;N;30;20;;;;;;0.00135;;;0.001;66;147;26;8.6;100;104;1.1;1.35;image/mosfets/62968.png;Datasheet/mosfets/SiRA00DP/SiRA00DP.pdf;None
SiRA01DP;Enlarge;Single;PowerPAK SO-8;P;-30;16;;;;;;0.0082;;;0.0049;27;56;9.4;8.2;-60;62.5;-1;3.5;image/mosfets/70731.png;Datasheet/mosfets/SiRA01DP/SiRA01DP.pdf;None
SiRA02DP;Enlarge;Single;PowerPAK SO-8;N;30;20;;;;;;0.0027;;;0.002;35;76;13;6.4;50;71.4;1.1;1.05;image/mosfets/75906.png;Datasheet/mosfets/SiRA02DP/SiRA02DP.pdf;None
SiRA06DDP;Enlarge;Single;PowerPAK SO-8;N;30;20;;;;;;0.0035;;;0.0022;14.4;31;6.8;3.4;125;59;1.1;0.9;image/mosfets/70300.png;Datasheet/mosfets/SiRA06DDP/SiRA06DDP.pdf;None
SiRA06DP;Enlarge;Single;PowerPAK SO-8;N;30;20;;;;;;0.0035;;;0.0025;22.5;51;8.6;4;40;62.5;1.1;1.25;image/mosfets/75033.png;Datasheet/mosfets/SiRA06DP/SiRA06DP.pdf;None
SiRA10BDP;Enlarge;Single;PowerPAK SO-8;N;30;20;;;;;;0.005;;;0.0036;11.7;24.1;4.2;2.8;60;43;1.2;1.3;image/mosfets/75033.png;Datasheet/mosfets/SiRA10BDP/SiRA10BDP.pdf;Datasheet/mosfets/SiRA10BDP/SiRA10BDP.zip
SiRA10DDP;Enlarge;Single;PowerPAK SO-8;N;30;20;;;;;;0.005;;;0.0031;11.7;24.1;5.5;2.2;96;43;1.2;1.3;image/mosfets/77182.png;Datasheet/mosfets/SiRA10DDP/SiRA10DDP.pdf;None
SiRA10DP;;Single;PowerPAK SO-8;N;30;20;;;;;;0.005;;;0.0037;15.4;34;5.8;2.6;60;40;1.1;1.7;image/mosfets/77182.png;Datasheet/mosfets/SiRA10DP/SiRA10DP.pdf;None
SiRA12BDP;Enlarge;;;;;;;;;;;;;;;;;;;;;;;image/mosfets/77227.png;Datasheet/mosfets/SiRA12BDP/SiRA12BDP.pdf;None
SiRA12DDP;Enlarge;Single;PowerPAK SO-8;N;30;20;;;;;;0.0057;;;0.0036;9.2;22;4.5;2.2;81;38;1.2;1.4;image/mosfets/77227.png;Datasheet/mosfets/SiRA12DDP/SiRA12DDP.pdf;None
SiRA12DP;Enlarge;Single;PowerPAK SO-8;N;30;20;;;;;;0.006;;;0.0043;13.6;29.5;5.2;2.6;60;31;1.1;1.7;image/mosfets/79592.png;Datasheet/mosfets/SiRA12DP/SiRA12DP.pdf;None
SiRA14BDP;Enlarge;Single;PowerPAK SO-8;N;30;20;;;;;;0.00702;;;0.00538;6.6;14;2.93;1.61;64;36;1.1;2.8;image/mosfets/79592.png;Datasheet/mosfets/SiRA14BDP/SiRA14BDP.pdf;None
SiRA14DDP;Enlarge;Single;PowerPAK SO-8;N;30;20;;;;;;0.00702;;;0.00538;6.6;14;3;1.42;64;36;1.1;2.1;image/mosfets/79711.png;Datasheet/mosfets/SiRA14DDP/SiRA14DDP.pdf;None
SiRA16DP;;Single;PowerPAK SO-8;N;30;20;;;;;;0.0097;;;0.0068;13.2;31;5.7;2.2;16;29.7;1;1;image/mosfets/79711.png;Datasheet/mosfets/SiRA16DP/SiRA16DP.pdf;None
SiRA18BDP;Enlarge;Single;PowerPAK SO-8;N;30;20;;;;;;0.0105;;;0.00683;6.2;12.2;2.3;2.3;40;17;1.2;1.5;image/mosfets/77236.png;Datasheet/mosfets/SiRA18BDP/SiRA18BDP.pdf;None
SiRA18DDP;Enlarge;Single;PowerPAK SO-8;N;30;20;;;;;;0.0105;;;0.00683;6.2;12.2;2.6;2.3;40;17;1.2;1;image/mosfets/77236.png;Datasheet/mosfets/SiRA18DDP/SiRA18DDP.pdf;None
SiRA20BDP;Enlarge;Single;PowerPAK SO-8;N;25;16;;;;;;0.00082;;;0.00058;54;124;30;6.2;335;104;1;0.9;image/mosfets/77670.png;Datasheet/mosfets/SiRA20BDP/SiRA20BDP.pdf;None
SiRA20DP;Enlarge;Single;PowerPAK SO-8;N;25;16;;;;;;0.00082;;;0.00058;61;134;24;9.2;100;104;1;0.38;image/mosfets/77670.png;Datasheet/mosfets/SiRA20DP/SiRA20DP.pdf;None
SiRA22DP;Enlarge;Single;PowerPAK SO-8;N;25;16;;;;;;0.00117;;;0.00076;45.5;102;17;8.3;60;83.3;1;0.5;image/mosfets/68279.png;Datasheet/mosfets/SiRA22DP/SiRA22DP.pdf;None
SiRA24DP;Enlarge;Single;PowerPAK SO-8;N;25;20;;;;;;0.0024;;;0.0014;17.2;36.5;7.4;3.3;60;62.5;1;0.75;image/mosfets/68279.png;Datasheet/mosfets/SiRA24DP/SiRA24DP.pdf;None
SiRA26DP;Enlarge;Single;PowerPAK SO-8;N;25;16;;;;;;0.0039;;;0.00265;13.2;29;5.4;2.2;60;43.1;1;0.8;image/mosfets/79370.png;Datasheet/mosfets/SiRA26DP/SiRA26DP.pdf;Datasheet/mosfets/SiRA26DP/SiRA26DP.zip
SiRA28BDP;Enlarge;Single;PowerPAK SO-8;N;30;20;;;;;;0.012;;;0.0075;4.5;9.3;2.2;1.2;38;17;1.2;7;image/mosfets/76059.png;Datasheet/mosfets/SiRA28BDP/SiRA28BDP.pdf;None
SiRA32DP;Enlarge;Single;PowerPAK SO-8;N;25;16;;;;;;0.00183;;;0.0012;24.3;55;9.7;3.5;185;65.7;1;0.75;image/mosfets/76059.png;Datasheet/mosfets/SiRA32DP/SiRA32DP.pdf;None
SiRA50ADP;;Single;PowerPAK SO-8;N;40;20;;;;;;0.0016;;;0.00104;45;98;23;7;219;100;1;0.7;image/mosfets/77356.png;Datasheet/mosfets/SiRA50ADP/SiRA50ADP.pdf;None
SiRA52ADP;;Single;PowerPAK SO-8;N;40;20;;;;;;0.0023;;;0.00163;32;66;15;4.5;131;48;1.1;1.1;image/mosfets/77356.png;Datasheet/mosfets/SiRA52ADP/SiRA52ADP.pdf;None
SiRA54ADP;;Single;PowerPAK SO-8;N;40;20;;;;;;0.0032;;;0.0022;21.5;46.7;9.3;4;128;65.7;1;1.1;image/mosfets/78132.png;Datasheet/mosfets/SiRA54ADP/SiRA54ADP.pdf;None
SiRA54DP;Enlarge;Single;PowerPAK SO-8;N;40;20;;;;;;0.0032;;;0.00235;32;69;13.5;6.9;60;36.7;1.1;1.1;image/mosfets/78132.png;Datasheet/mosfets/SiRA54DP/SiRA54DP.pdf;None
SiRA58ADP;;Single;PowerPAK SO-8;N;40;20;;;;;;0.00395;;;0.00265;18.5;40.5;9.3;2.8;109;56.8;1.1;1.4;image/mosfets/61551.png;Datasheet/mosfets/SiRA58ADP/SiRA58ADP.pdf;Datasheet/mosfets/SiRA58ADP/SiRA58ADP.zip
SiRA60DP;Enlarge;Single;PowerPAK SO-8;N;30;20;;;;;;0.00135;;;0.00094;38;83;18;4.7;100;57;1.1;0.85;image/mosfets/61551.png;Datasheet/mosfets/SiRA60DP/SiRA60DP.pdf;None
SiRA62DDP;Enlarge;Single;"PowerPAK&#174; SO-8";N;30;20;;;;;;0.00195;;;0.00122;20.8;46.3;11.4;2.4;191;71;1;1.2;image/mosfets/76711.png;Datasheet/mosfets/SiRA62DDP/SiRA62DDP.pdf;None
SiRA62DP;Enlarge;Single;PowerPAK SO-8;N;30;16;;;;;;0.00185;;;0.0012;28.7;61.5;10;5.8;80;65.7;1;0.7;image/mosfets/62495.png;Datasheet/mosfets/SiRA62DP/SiRA62DP.pdf;None
SiRA64DP;Enlarge;Single;PowerPAK SO-8;N;30;20;;;;;;0.00286;;;0.0021;19.7;43;8.1;2.9;60;27.8;1.1;0.8;image/mosfets/61550.png;Datasheet/mosfets/SiRA64DP/SiRA64DP.pdf;None
SiRA66DP;;Single;PowerPAK SO-8;N;30;20;;;;;;0.0031;;;0.0023;19.2;44;8;2.9;50;62.5;1;1.45;image/mosfets/62949.png;Datasheet/mosfets/SiRA66DP/SiRA66DP.pdf;None
SiRA74DP;Enlarge;Single;PowerPAK SO-8;N;40;20;;;;;;0.0061;;;0.0042;12.4;27;6.3;2.1;81.2;46.2;1;1.45;image/mosfets/68128.png;Datasheet/mosfets/SiRA74DP/SiRA74DP.pdf;None
SiRA80DP;Enlarge;Single;PowerPAK SO-8;N;30;20;;;;;;0.00093;;;0.00062;59.7;125;25.2;12.3;335;104;1;0.4;image/mosfets/68128.png;Datasheet/mosfets/SiRA80DP/SiRA80DP.pdf;None
SiRA84DP;Enlarge;Single;PowerPAK SO-8;N;30;20;;;;;;0.0074;;;0.0046;13;25;4.2;3.4;60;34.7;1.1;1.3;image/mosfets/76014.png;Datasheet/mosfets/SiRA84DP/SiRA84DP.pdf;None
SiRA88BDP;Enlarge;Single;PowerPAK SO-8;N;30;20;;;;;;0.0105;;;0.00683;6.2;12.2;2.3;2.3;40;17;1.2;1.5;image/mosfets/76540.png;Datasheet/mosfets/SiRA88BDP/SiRA88BDP.pdf;None
SiRA88DP;Enlarge;Single;PowerPAK SO-8;N;30;20;;;;;;0.01;;;0.0067;8.3;16.8;2.1;2.8;45.5;25;1.1;1.7;image/mosfets/65733.png;Datasheet/mosfets/SiRA88DP/SiRA88DP.pdf;Datasheet/mosfets/SiRA88DP/SiRA88DP.zip
SiRA90DP;;Single;PowerPAK SO-8;N;30;20;;;;;;0.00115;;;0.0008;48;102;22;4.7;100;104;0.8;1.3;image/mosfets/68127.png;Datasheet/mosfets/SiRA90DP/SiRA90DP.pdf;Datasheet/mosfets/SiRA90DP/SiRA90DP.zip
SiRA96DP;Enlarge;Single;PowerPAK SO-8;N;30;20;;;;;;0.012;;;0.0088;9.9;20.5;4.2;2.5;16;34.7;1;0.73;image/mosfets/68127.png;Datasheet/mosfets/SiRA96DP/SiRA96DP.pdf;None
SiRA99DP;Enlarge;Single;PowerPAK SO-8;P;-30;16;;;;;;0.00265;;;0.0017;84;172.5;35.6;27.5;-195;104;-1;1.3;image/mosfets/77251.png;Datasheet/mosfets/SiRA99DP/SiRA99DP.pdf;None
SiRB40DP;Enlarge;DUAL;PowerPAK SO-8;N;40;20;;;;;;0.0042;;;0.00325;29.5;61.8;11.3;6.9;30;46.2;1.1;1.3;image/mosfets/77251.png;Datasheet/mosfets/SiRB40DP/SiRB40DP.pdf;None
SiRC04DP;;;;;;;;;;;;;;;;;;;;;;;;image/mosfets/62976.png;Datasheet/mosfets/SiRC04DP/SiRC04DP.pdf;None
SiRC06DP;;;;;;;;;;;;;;;;;;;;;;;;image/mosfets/62976.png;Datasheet/mosfets/SiRC06DP/SiRC06DP.pdf;Datasheet/mosfets/SiRC06DP/SiRC06DP.zip
SiRC10DP;Enlarge;Single;PowerPAK SO-8 Single;N;30;20;;;;;;0.0052;;;0.0035;11.2;24;4.6;2;60;43;1;1;image/mosfets/66937.png;Datasheet/mosfets/SiRC10DP/SiRC10DP.pdf;None
SiRC16DP;Enlarge;Single plus integrated Schottky;PowerPAK SO-8;N;25;20;;;;;;0.0014;;;0.00096;31.5;69;12.1;5.6;60;54.3;1;0.5;image/mosfets/66937.png;Datasheet/mosfets/SiRC16DP/SiRC16DP.pdf;None
SiRC18DP;Enlarge;Single plus integrated Schottky;PowerPAK SO-8;N;30;20;;;;;;0.00154;;;0.0011;35;74;11.8;8.4;60;54.3;1;0.5;image/mosfets/77875.png;Datasheet/mosfets/SiRC18DP/SiRC18DP.pdf;None
SiRS4300DP;Enlarge;Single;PowerPAK SO-8S;N;30;20;;;;;;0.00068;;;0.0004;84;180;40;18;680;278;1;1.4;image/mosfets/77875.png;Datasheet/mosfets/SiRS4300DP/SiRS4300DP.pdf;None
SiRS4301DP;Enlarge;Single;PowerPAK SO-8S;P;-30;20;;;;;;0.0023;;;0.0015;170;365;64;55;-227;132;-1;2.4;image/mosfets/62979.png;Datasheet/mosfets/SiRS4301DP/SiRS4301DP.pdf;None
SiRS4302DP;Enlarge;Single;PowerPAK SO-8S;N;30;20;;;;;;0.00083;;;0.00057;73;153;30;17;518;245;1;1.2;image/mosfets/62979.png;Datasheet/mosfets/SiRS4302DP/SiRS4302DP.pdf;None
SiRS4400DP;Enlarge;Single;PowerPAK SO-8S;N;40;20;;;;;;0.00096;;;0.00069;90;195;45;18;473;278;1.1;0.95;image/mosfets/76288.png;Datasheet/mosfets/SiRS4400DP/SiRS4400DP.pdf;None
SiRS4401DP;Enlarge;Single;PowerPAK SO-8S;P;-40;20;;;;;;0.0029;;;0.0022;180;392;65;59;-198;132;-1;2.5;image/mosfets/76288.png;Datasheet/mosfets/SiRS4401DP/SiRS4401DP.pdf;None
SiRS4600DP;Enlarge;Single;PowerPAK SO-8S;N;60;20;;;;;;;;0.0013;0.00115;;108;33;14;359;278;2;1.2;image/mosfets/77233.png;Datasheet/mosfets/SiRS4600DP/SiRS4600DP.pdf;None
SiRS5100DP;Enlarge;Single;PowerPAK SO-8S;N;100;20;;;;;;;;0.0029;0.0025;;68;24;5.1;241;278;2;1.4;image/mosfets/77233.png;Datasheet/mosfets/SiRS5100DP/SiRS5100DP.pdf;None
SiRS5700DP;Enlarge;Single;PowerPAK SO-8S;N;150;20;;;;;;;;0.0062;0.0056;;73;25;7.6;144;278;2;1.4;image/mosfets/62251.png;Datasheet/mosfets/SiRS5700DP/SiRS5700DP.pdf;None
SiRS5702DP;Enlarge;Single;PowerPAK SO-8S;N;150;20;;;;;;;;0.0078;0.0072;;58;22;5.1;119;245;2;1.2;image/mosfets/62071.png;Datasheet/mosfets/SiRS5702DP/SiRS5702DP.pdf;None
SiRS5800DP;Enlarge;Single;PowerPAK SO-8S;N;80;20;;;;;;;;0.0023;0.0018;;81;31;7.6;265;240;2;1.3;image/mosfets/62055.png;Datasheet/mosfets/SiRS5800DP/SiRS5800DP.pdf;None
SiRS700DP;Enlarge;Single;PowerPAK SO-8S;N;100;20;;;;;;;;0.0043;0.0035;;86;29;14;127;132;2;1.1;image/mosfets/62022.png;Datasheet/mosfets/SiRS700DP/SiRS700DP.pdf;None
SiS106DN;Enlarge;Single;PowerPAK 1212-8;N;60;20;;;;;;;;0.0225;0.0185;;8.9;2.5;1.8;16;24;2;1.3;image/mosfets/75695.png;Datasheet/mosfets/SiS106DN/SiS106DN.pdf;None
SiS108DN;Enlarge;Single;PowerPAK 1212-8;N;80;20;;;;;;;;0.044;0.034;;9.2;2.8;1.7;16;24;2;1.3;image/mosfets/75695.png;Datasheet/mosfets/SiS108DN/SiS108DN.pdf;None
SiS110DN;Enlarge;Single;PowerPAK 1212-8;N;100;20;;;;;;;;0.07;0.054;;8.5;2.5;1.5;14.2;24;2;1.3;image/mosfets/77619.png;Datasheet/mosfets/SiS110DN/SiS110DN.pdf;None
SiS112LDN;Enlarge;Single;PowerPAK 1212-8;N;100;20;;;;;;0.135;;;0.119;2.7;5.9;1.3;0.6;8.8;19.8;1;1.4;image/mosfets/77619.png;Datasheet/mosfets/SiS112LDN/SiS112LDN.pdf;None
SiS126DN;Enlarge;Single;PowerPAK 1212-8;N;80;20;;;;;;;;0.0125;0.0102;;21.1;6.5;3.4;45.1;52;2;0.76;image/mosfets/61545.png;Datasheet/mosfets/SiS126DN/SiS126DN.pdf;None
SiS128LDN;Enlarge;Single;PowerPAK 1212-8;N;80;20;;;;;;0.0203;;;0.0156;9.5;20;3.8;2.8;33.7;39;1;0.87;image/mosfets/61545.png;Datasheet/mosfets/SiS128LDN/SiS128LDN.pdf;None
SiS176LDN;Enlarge;Single;PowerPAK 1212-8;N;70;12;;;;;;0.0109;;;;12.6;;3.9;2.3;42.3;39;0.6;0.9;image/mosfets/75978.png;Datasheet/mosfets/SiS176LDN/SiS176LDN.pdf;None
SiS178LDN;Enlarge;Single;PowerPAK 1212-8;N;70;20;;;;;;0.0135;;;0.0095;8.7;18.7;3.7;2.3;45.3;39;1;0.9;image/mosfets/75978.png;Datasheet/mosfets/SiS178LDN/SiS178LDN.pdf;None
SiS184DN;Enlarge;Single;PowerPAK 1212-8;N;60;20;;;;;;;;0.007;0.0058;;21;5.1;3.5;65.3;52;2;0.75;image/mosfets/75698.png;Datasheet/mosfets/SiS184DN/SiS184DN.pdf;None
SiS184LDN;Enlarge;Single;PowerPAK 1212-8;N;60;20;;;;;;0.0083;;;0.0054;12.3;27;6;2.65;69.4;52;1;0.75;image/mosfets/75698.png;Datasheet/mosfets/SiS184LDN/SiS184LDN.pdf;None
SiS322DNT;Enlarge;Single;PowerPAK 1212-8S;N;30;20;;;;;;0.012;;;0.0075;6.9;14.3;2.8;1.6;38.3;19.8;1.2;1.6;image/mosfets/62448.png;Datasheet/mosfets/SiS322DNT/SiS322DNT.pdf;None
